Date,Description,Original Description,Category,Amount,Status
2026-01-02,"Affirm","AFFIRM * PAY EAXEXOK6    855-423-3729 CA",Financial,-27.51,Posted
2026-01-02,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-19.99,Posted
2025-12-31,"M&T Mortgage","M & T MORTGAGE   MTG PYT    ***********6182",Mortgage & Rent,-1558.50,Posted
2025-12-31,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2025-12-31,"Starbucks","STARBUCKS STORE 82174    KATY         TX",Coffee Shops,-18.45,Posted
2025-12-31,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2025-12-31,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-11.99,Posted
2025-12-30,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********4357",Babysitter & Daycare,-220.50,Posted
2025-12-30,"PayPal Purchase","PAYPAL           INST XFER  ***********.COM",Uncategorized,-24.99,Posted
2025-12-30,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-53.65,Posted
2025-12-30,"Marco's Pizza","MARCOS PIZZA - 5316      KATY         TX",Fast Food,-20.19,Posted
2025-12-30,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-14.99,Posted
2025-12-30,"Prime Video","Prime Video Channels     amzn.com/billWA",Television,-12.99,Posted
2025-12-30,"Shipley Do-Nuts","SHIPLEY DO-NUTS FC0137   832-3817925  TX",Fast Food,-11.41,Posted
2025-12-30,"Starbucks","STARBUCKS 8007827282     800-782-7282 WA",Coffee Shops,-10.00,Posted
2025-12-30,"Alkami Technolog Payroll","ALKAMI TECHNOLOG PAYROLL    ***********1Y54",Paycheck,5448.69,Posted
2025-12-29,"Sunstrong Manage Payments","SUNSTRONG MANAGE PAYMENTS   ***********3693",Uncategorized,-128.23,Posted
2025-12-29,"CenterPoint Energy","CPENERGY ENTEX   ENT ACH DR ***********7098",Utilities,-53.00,Posted
2025-12-29,"TikTok Shop","TIKTOK SHOP              TIKTOK.COM   CA",Shopping,-156.03,Posted
2025-12-29,"Amazon","AMAZON MKTPL*0E28G8333   Amzn.com/billWA",Shopping,-60.72,Posted
2025-12-29,"Tequilas Mexican Grill","TEQUILAS MEXICAN GRILL   KATY         TX",Restaurants,-53.17,Posted
2025-12-29,"Amazon","AMAZON MKTPL*NY9B67KQ3   Amzn.com/billWA",Shopping,-42.89,Posted
2025-12-29,"QuikTrip","QT 4622 OUTSIDE          KATY         TX",Gas,-34.85,Posted
2025-12-29,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-28.11,Posted
2025-12-29,"YouTube Premium","GOOGLE *YouTubePremium   Mountain ViewCA",Entertainment,-22.99,Posted
2025-12-29,"Electronic Arts","EA *ELECTRONIC ARTS      HELP.EA.COM  CA",Electronics & Software,-19.47,Posted
2025-12-29,"H-E-B","H-E-B #797               KATY         TX",Groceries,-18.12,Posted
2025-12-29,"Shell","SHELL OIL 12780814005    KATY         TX",Gas,-11.00,Posted
2025-12-29,"Pokémon Go","GOOGLE *Pokemon          Mountain ViewCA",Electronics & Software,-2.99,Posted
2025-12-29,"Mobile Deposit","DEPOSIT@MOBILE",Income,182.10,Posted
2025-12-26,"H-E-B","H-E-B #797               KATY         TX",Groceries,-156.53,Posted
2025-12-26,"Amazon","AMAZON MKTPL*G01L21JQ3   Amzn.com/billWA",Shopping,-114.66,Posted
2025-12-26,"Buc-ee's","BUC-EE'S #0040           KATY         TX",Fast Food,-78.52,Posted
2025-12-26,"H-E-B","HEB CURBSIDE             800-432-3113 TX",Groceries,-64.88,Posted
2025-12-26,"Hou Airp Killens Bbq","HOU AIRP KILLENS BBQ     HOUSTON      TX",Restaurants,-21.21,Posted
2025-12-26,"Hou Parking Garage","HOU PARKING GARAGE       HOUSTON      TX",Parking,-13.50,Posted
2025-12-26,"H-E-B","H-E-B #797               KATY         TX",Groceries,-10.00,Posted
2025-12-26,"Texasnewsst","TEXASNEWSST2541          HOUSTON      TX",Newspapers & Magazines,-4.21,Posted
2025-12-26,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,361.50,Posted
2025-12-24,"H-E-B","HEB CURBSIDE             800-432-3113 TX",Groceries,-192.74,Posted
2025-12-24,"Amazon","AMAZON MKTPL*2M9LL7XO3   Amzn.com/billWA",Shopping,-66.08,Posted
2025-12-24,"McDonald's","MCDONALD'S F20889        HOUSTON      TX",Fast Food,-6.50,Posted
2025-12-24,"Mobile Deposit","DEPOSIT@MOBILE",Income,153.53,Posted
2025-12-23,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********3075",Babysitter & Daycare,-220.50,Posted
2025-12-23,"Electronic Arts","EA *ELECTRONIC ARTS      help.ea.com  CA",Electronics & Software,-29.21,Posted
2025-12-22,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-540.00,Posted
2025-12-22,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-294.00,Posted
2025-12-22,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2025-12-22,"Affirm","AFFIRM.COM PAYME AFFIRM.COM ***********D2C0",Financial,-55.42,Posted
2025-12-22,"Zelle Transfer to Enrique Uber","Zelle: Enrique Uber",Transfer,-145.00,Posted
2025-12-22,"Hudson News","HUDSON ST1748            ORLANDO      FL",Shopping,-54.04,Posted
2025-12-22,"Walgreens","WALGREENS STORE 5702 LE  ORLANDO      FL",Pharmacy,-43.60,Posted
2025-12-22,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-42.89,Posted
2025-12-22,"Audible","Audible*830X33KU3        Amzn.com/billNJ",Books,-14.95,Posted
2025-12-22,"Kindle","Kindle Svcs*EK8G83OE3    888-802-3080 WA",Books,-9.99,Posted
2025-12-18,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2025-12-18,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-86.45,Posted
2025-12-18,"Walt Disney World","WDW CENTERTOWN MKT       LAKE BUENA VIFL",Food & Dining,-2.76,Posted
2025-12-17,"CSC Service Works","CSC ServiceWorks  Inc.   Plainview    NY",Laundry,-7.25,Posted
2025-12-17,"CSC Service Works","CTLP*CSC SERVICEWORKS    MELVILLE     NY",Service & Parts,-1.00,Posted
2025-12-16,"Capital One","CAPITAL ONE      TRANSFER   ***********7C17",Transfer,-420.00,Posted
2025-12-16,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********6765",Babysitter & Daycare,-220.50,Posted
2025-12-16,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-108.37,Posted
2025-12-16,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********3-52",Investments,-30.00,Posted
2025-12-16,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-23",Investments,-20.00,Posted
2025-12-16,"Harris County Toll Road Authority","HCTRA EFT        EZTAGSTPPD ***********1148",Auto & Transport,-10.00,Posted
2025-12-16,"Harris County Toll Road Authority","HCTRA EFT        EZTAGSTPPD ***********2000",Auto & Transport,-10.00,Posted
2025-12-16,"Petco.com","PETCO.COM 6989           858-453-7845 CA",Pets,-106.40,Posted
2025-12-16,"Amazon","AMAZON MKTPL*BD7GF7Y33   Amzn.com/billWA",Shopping,-18.58,Posted
2025-12-15,"M&T Mortgage","M & T MORTGAGE   MTG PYT    ***********6182",Mortgage & Rent,-1558.50,Posted
2025-12-15,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********8820",Credit Card Payment,-349.61,Posted
2025-12-15,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0258",Credit Card Payment,-133.77,Posted
2025-12-15,"Amazon","AMAZON MKTPL*SP33T4GQ3   Amzn.com/billWA",Shopping,-49.23,Posted
2025-12-15,"Chick-fil-A","CHICK-FIL-A #01531       SUGAR LAND   TX",Fast Food,-23.12,Posted
2025-12-15,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-22.99,Posted
2025-12-15,"Amazon","AMAZON MKTPL*7C7WW1DE3   Amzn.com/billWA",Shopping,-21.44,Posted
2025-12-15,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-18.99,Posted
2025-12-15,"Homescapes","GOOGLE *Homescapes       855-836-3987 CA",Electronics & Software,-4.99,Posted
2025-12-15,"Alkami Technolog Payroll","ALKAMI TECHNOLOG PAYROLL    ***********7Y54",Paycheck,5448.69,Posted
2025-12-12,"H-E-B","H-E-B #797               KATY         TX",Groceries,-170.49,Posted
2025-12-12,"ExxonMobil","EXXON CHECKOUT #74       KATY         TX",Gas,-44.49,Posted
2025-12-12,"Checkout","CHECKOUT #74             KATY         TX",Gas,-44.06,Posted
2025-12-12,"Amazon","AMAZON MKTPL*3Q9J25KF3   Amzn.com/billWA",Shopping,-16.08,Posted
2025-12-12,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-11.76,Posted
2025-12-12,"Ott Dropout","OTT* DROPOUT             DROPOUT.TV   CA",Television,-5.99,Posted
2025-12-11,"H-E-B","H-E-B #797               KATY         TX",Groceries,-158.16,Posted
2025-12-11,"Amazon","AMAZON MKTPL*3F0RG28W3   Amzn.com/billWA",Shopping,-148.38,Posted
2025-12-11,"Snappys Cafe & Gril","TST*SNAPPYS CAFE & GRIL  Katy         TX",Food & Dining,-51.31,Posted
2025-12-11,"Think Neurology for Ki","THINK NEUROLOGY FOR KI   HOUSTON      TX",Doctor,-50.00,Posted
2025-12-11,"The Light Park","The Light Park           193-6661211  TX",Entertainment,-48.38,Posted
2025-12-11,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-33.00,Posted
2025-12-11,"H-E-B","H-E-B #797               KATY         TX",Groceries,-30.62,Posted
2025-12-11,"Wetzel's Pretzels","TST* WETZEL'S PRETZELS   KATY         TX",Fast Food,-19.12,Posted
2025-12-11,"The Light Park","SQ *THE LIGHT PARK       Katy         TX",Entertainment,-11.14,Posted
2025-12-11,"Amazon","AMAZON MKTPL*OE1IP8163   Amzn.com/billWA",Shopping,-7.50,Posted
2025-12-11,"Checkout","CHECKOUT #74             KATY         TX",Gas,-6.13,Posted
2025-12-10,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-35.14,Posted
2025-12-10,"Amazon Digital Services","Amazon Digit*UB3KF7FB3   888-802-3080 WA",Electronics & Software,-6.99,Posted
2025-12-09,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********6333",Babysitter & Daycare,-505.50,Posted
2025-12-09,"Starbucks","STARBUCKS 8007827282     800-782-7282 WA",Coffee Shops,-15.00,Posted
2025-12-09,"USAA Funds Transfer DB","USAA FUNDS TRANSFER DB",Transfer,-2.75,Posted
2025-12-08,"Waller Co Mud","WALLER CO MUD 37 FBS MDS WA ***********",Utilities,-108.00,Posted
2025-12-08,"Affirm","AFFIRM INC       AFFIRM PAY ***********0984",Financial,-55.42,Posted
2025-12-08,"Ali","ALI09147                 KATY         TX",Cash,-202.75,Posted
2025-12-08,"Ali","ALI09147                 KATY         TX",Cash,-202.75,Posted
2025-12-08,"Ali","ALI09147                 KATY         TX",Cash,-102.75,Posted
2025-12-08,"Klarna","Klarna*TickPick          Columbus     OH",Financial,-99.88,Posted
2025-12-08,"Waffle House","Waffle House 1947        Houston      TX",Restaurants,-66.50,Posted
2025-12-08,"Whiskey Beards Stud Katy","SQ *WHISKEY BEARDS STUD  KATY         TX",Hair,-57.60,Posted
2025-12-08,"Electronic Arts","EA *ELECTRONIC ARTS      help.ea.com  CA",Electronics & Software,-48.69,Posted
2025-12-08,"Checkout","CHECKOUT #74             KATY         TX",Gas,-23.90,Posted
2025-12-08,"Peacock TV","Roku for Peacock TV LLC  816-2728107  DE",Television,-10.99,Posted
2025-12-08,"Amazon","Amazon.com*BI7TD5G20     Amzn.com/billWA",Shopping,-10.67,Posted
2025-12-08,"Amazon","Amazon.com*BW46D2FS2     Amzn.com/billWA",Shopping,-10.67,Posted
2025-12-08,"Amazon Digital Services","Amazon Digit*BI8C80EK0   888-802-3080 WA",Electronics & Software,-4.99,Posted
2025-12-08,"Claritycheck.com","CLARITYCHECK.COM/US      CLARITYCHECK.DE",Shopping,-3.49,Posted
2025-12-08,"Homescapes","GOOGLE *Homescapes       855-836-3987 CA",Electronics & Software,-1.99,Posted
2025-12-08,"Claritycheck.com","CLARITYCHECK.COM/US      CLARITYCHECK.DE",Shopping,-0.50,Posted
2025-12-08,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.75,Posted
2025-12-08,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.75,Posted
2025-12-08,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.75,Posted
2025-12-08,"Zelle Transfer from Micah Morrill","Zelle: Micah Morrill",Income,475.00,Posted
2025-12-05,"BENEFEDS Dental and Vision","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Health & Fitness,-12.20,Posted
2025-12-05,"The Cottages Cowork","IN *THE COTTAGES COWORK  281-9798934  TX",Furnishings,-80.00,Posted
2025-12-05,"Amazon","AMAZON.COM               SEATTLE      WA",Shopping,-29.13,Posted
2025-12-05,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-2.99,Posted
2025-12-04,"Progressive","PROG COUNTY MUT  INS PREM   ***********icah",Financial,-236.33,Posted
2025-12-04,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-33.95,Posted
2025-12-04,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-29.99,Posted
2025-12-04,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-20.00,Posted
2025-12-04,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-17.26,Posted
2025-12-04,"H-E-B","H-E-B #797               KATY         TX",Groceries,-4.38,Posted
2025-12-04,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,3117.33,Posted
2025-12-04,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,250.00,Posted
2025-12-03,"Kia Motors Finance","KMF              KMFUSA.com ***********4937",Auto Payment,-527.73,Posted
2025-12-03,"The Home Depot","HOME DEPOT       AUTO PYMT  ***********0801",Home Improvement,-250.00,Posted
2025-12-03,"Atlantic Energy Services","ATLANTIC ENERGY  SERVICES   ***********7258",Utilities,-200.98,Posted
2025-12-03,"Capital One Credit Card Payment","CAPITAL ONE      CRCARDPMT  ***********671E",Credit Card Payment,-60.00,Posted
2025-12-03,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-59",Investments,-40.00,Posted
2025-12-03,"Ulta Beauty","ULTA.COM                 866-858-2266 IL",Personal Care,-63.82,Posted
2025-12-03,"Crafthoop.com","SP CRAFTHOOP             CRAFTHOOP.COMNY",Shopping,-57.90,Posted
2025-12-03,"Homescapes","GOOGLE *Homescapes       g.co/helppay#CA",Electronics & Software,-0.99,Posted
2025-12-03,"Debit Card Dispute Temporary Credit Reversal","DC DSP TEMP CR REV",Financial,-130.12,Posted
2025-12-02,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********7675",Babysitter & Daycare,-505.50,Posted
2025-12-02,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2025-12-02,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-14.94,Posted
2025-12-02,"Roku","The Roku Channel         816-2728107  DE",Television,-12.99,Posted
2025-12-01,"M&T Mortgage","M & T MORTGAGE   MTG PYT    ***********6182",Mortgage & Rent,-1558.50,Posted
2025-12-01,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2025-12-01,"PayPal Purchase","PAYPAL           INST XFER  ***********.COM",Uncategorized,-24.99,Posted
2025-12-01,"H-E-B","HEB CURBSIDE             800-432-3113 TX",Groceries,-308.26,Posted
2025-12-01,"Cash App Transfer to Joe Flores","CASH APP*JOE FLORES      Oakland      CA",Transfer,-60.00,Posted
2025-12-01,"GameStop","GAMESTOP #4649           KATY         TX",Electronics & Software,-57.88,Posted
2025-12-01,"Books-A-Million","BOOKS A MILLION 515      KATY         TX",Books,-57.46,Posted
2025-12-01,"Marco's Pizza","MARCOS PIZZA - 5185 - K  KATY         TX",Fast Food,-33.54,Posted
2025-12-01,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-19.99,Posted
2025-12-01,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2025-12-01,"Prime Video","Prime Video Channels     amzn.com/billWA",Television,-12.99,Posted
2025-12-01,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-11.99,Posted
2025-12-01,"Patreon","Patreon Patreon* Membershwww.patreon.cCA",Entertainment,-2.00,Posted
2025-11-28,"H-E-B","HEB CURBSIDE             800-432-3113 TX",Groceries,-188.10,Posted
2025-11-28,"YouTube Premium","GOOGLE *YouTubePremium   Mountain ViewCA",Entertainment,-22.99,Posted
2025-11-28,"Samsung","Samsung                  800-7267864  NJ",Electronics & Software,-13.40,Posted
2025-11-26,"Sunstrong Manage Payments","SUNSTRONG MANAGE PAYMENTS   ***********1236",Uncategorized,-125.24,Posted
2025-11-26,"CenterPoint Energy","CPENERGY ENTEX   ENT ACH DR ***********7098",Utilities,-14.83,Posted
2025-11-26,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-32.00,Posted
2025-11-26,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-25.00,Posted
2025-11-25,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********4539",Babysitter & Daycare,-220.50,Posted
2025-11-25,"Music & Arts","MUSIC&ARTS.COM           888-731-5396 MD",Shopping,-52.55,Posted
2025-11-25,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-33.19,Posted
2025-11-25,"Alkami Technolog Payroll","ALKAMI TECHNOLOG PAYROLL    ***********3Y54",Paycheck,5448.70,Posted
2025-11-24,"Passport Services","PASSPORTSERVICES PAYMENT    1384",Travel,-242.05,Posted
2025-11-24,"DoorDash","DD *DOORDASH SOUTHERNM   855-973-1040 CA",Food & Dining,-55.42,Posted
2025-11-24,"La Michoacana Meat Market","LA MICHOACANA SUPERMARK  KATY         TX",Groceries,-34.88,Posted
2025-11-24,"Pizza Hut","PIZZA HUT 040915         KATY         TX",Fast Food,-28.08,Posted
2025-11-24,"Buc-ee's","BUCEES 40 KATY TX CW     KATY         TX",Service & Parts,-16.00,Posted
2025-11-24,"Audible","Audible*B09X24RB2        Amzn.com/billNJ",Books,-14.95,Posted
2025-11-24,"Pokémon Go","Google Pokemon           650-2530000  CA",Electronics & Software,-2.99,Posted
2025-11-24,"Zelle Transfer from Micah Morrill","Zelle: Micah Morrill",Income,675.00,Posted
2025-11-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-539.00,Posted
2025-11-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-290.00,Posted
2025-11-21,"H-E-B","HEB CURBSIDE             800-432-3113 TX",Groceries,-78.04,Posted
2025-11-21,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-69.10,Posted
2025-11-21,"Bona Fitness and Wellne","BONA FITNESS AND WELLNE  713-977-2662 TX",Health & Fitness,-40.00,Posted
2025-11-21,"Panda Express","PANDA EXPRESS #3455      KATY         TX",Fast Food,-34.00,Posted
2025-11-21,"Uber Trip","UBER   *TRIP HELP.UBER.COuber.com     CA",Rental Car & Taxi,-13.96,Posted
2025-11-21,"Human Rights Campaign","HUMAN RIGHTS CAMPAIGN    800-4980382  DC",Charity,-10.50,Posted
2025-11-21,"Aristoi Booster Clu Katy","SQ *ARISTOI BOOSTER CLU  KATY         TX",Gifts & Donations,-6.00,Posted
2025-11-21,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-4.28,Posted
2025-11-20,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2025-11-20,"ExxonMobil","EXXON TIME MART          KATY         TX",Gas,-45.96,Posted
2025-11-20,"Uber Pending Transaction","UBER   * PENDING         uber.com     CA",Rental Car & Taxi,-36.73,Posted
2025-11-20,"Whataburger","WHATABURGER 1124         KATY         TX",Fast Food,-30.16,Posted
2025-11-20,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-20.59,Posted
2025-11-20,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-7.00,Posted
2025-11-18,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2025-11-18,"Little Hands Lea","LITTLE HANDS LEA 2813943443 ***********3878",Babysitter & Daycare,-220.50,Posted
2025-11-18,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-130.75,Posted
2025-11-18,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-86.45,Posted
2025-11-18,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********3-49",Investments,-30.00,Posted
2025-11-18,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-21",Investments,-20.00,Posted
2025-11-18,"Harris County Toll Road Authority","HCTRA EFT        EZTAGSTPPD ***********1356",Auto & Transport,-10.00,Posted
2025-11-18,"Oh K Dog Katy Mills","OH K-DOG KATY MILLS      KATY         TX",Fast Food,-9.72,Posted
2025-11-18,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-8.00,Posted
2025-11-18,"Oh K Dog Katy Mills","OH K-DOG KATY MILLS      KATY         TX",Fast Food,-6.48,Posted
2025-11-17,"Uber","PAYPAL           INST XFER  ***********UBER",Rental Car & Taxi,-12.59,Posted
2025-11-17,"H-E-B","HEB CURBSIDE             800-432-3113 TX",Groceries,-184.01,Posted
2025-11-17,"Hobbit Cafe","TST* HOBBIT CAFE         HOUSTON      TX",Food & Dining,-121.72,Posted
2025-11-17,"Little Sakana Kat","TST*LITTLE SAKANA - KAT  Katy         TX",Restaurants,-73.08,Posted
